Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,day,month,Total_power_use
0.33,0.0,244.46,1.4,0,0,0,29,1,0
1.902,0.198,240.09,7.8,1,0,0,2,1,1
1.306,0.102,239.43,5.4,0,0,18,1,8,18
0.208,0.05,244.14,0.8,0,0,0,26,10,0
1.31,0.058,243.29,5.4,0,0,18,9,12,18
1.434,0.196,241.0,6.0,0,0,18,18,6,18
2.09,0.506,245.8,8.6,1,0,19,27,2,20
0.276,0.112,243.53,1.2,0,0,1,28,8,1
1.902,0.1,238.58,8.0,0,0,18,7,12,18
4.376,0.268,237.15,18.4,38,0,18,16,10,56
1.72,0.268,244.38,7.2,1,0,19,2,2,20
0.294,0.096,239.82,1.4,0,0,1,24,8,1
0.13,0.0,242.38,0.6,0,0,1,12,7,1
0.356,0.202,240.71,1.8,0,0,1,25,8,1
1.868,0.074,236.79,7.8,1,0,17,10,10,18
3.086,0.088,239.11,13.2,39,0,1,3,9,40
0.322,0.168,243.03,1.4,0,1,0,7,1,1
1.53,0.246,243.82,6.2,0,0,0,24,1,0
0.536,0.142,242.61,2.2,0,5,0,20,11,5
1.444,0.074,243.52,5.8,0,0,19,4,3,19
0.804,0.07,237.73,3.4,0,0,12,19,6,12
0.472,0.062,241.53,2.2,0,0,0,14,1,0
3.534,0.0,236.03,14.8,37,0,17,21,12,54
0.296,0.07,243.94,1.2,0,0,0,20,3,0
3.358,0.112,237.4,14.2,0,33,18,20,5,51
0.21,0.094,238.38,1.0,0,0,1,4,8,1
0.406,0.308,237.06,2.0,0,1,0,15,7,1
3.542,0.284,240.33,15.8,25,1,19,21,2,45
1.286,0.0,240.34,5.2,0,0,17,14,12,17
4.438,0.06,239.02,18.4,38,0,1,21,11,39
0.45,0.178,242.02,2.0,0,2,0,23,7,2
0.266,0.124,241.93,1.2,0,0,1,17,7,1
2.358,0.186,242.15,10.4,0,0,23,25,6,23
1.694,0.212,244.54,7.0,0,1,19,30,1,20
0.37,0.11,242.56,1.6,0,0,1,6,4,1
1.246,0.074,236.76,5.2,0,1,17,4,7,18
0.348,0.114,243.31,1.4,0,2,1,21,4,3
2.376,0.05,238.93,9.8,0,0,18,17,12,18
1.814,0.23,238.52,7.6,0,0,17,20,1,17
0.322,0.0,241.25,1.4,0,0,0,18,12,0
0.356,0.316,237.72,2.0,0,1,0,26,4,1
1.762,0.382,240.78,7.4,1,1,18,5,7,20
0.276,0.0,240.82,1.4,0,0,1,17,4,1
1.234,0.0,238.13,5.2,0,0,18,5,6,18
0.558,0.0,241.3,2.4,1,0,0,30,5,1
1.03,0.16,244.44,4.2,0,0,0,26,1,0
1.394,0.07,242.21,5.6,0,0,18,26,10,18
1.516,0.104,237.04,6.4,0,0,1,9,10,1
0.356,0.174,243.89,1.6,0,0,0,23,1,0
0.464,0.352,236.22,2.4,0,1,0,13,5,1
1.964,0.082,244.8,8.0,0,0,19,29,12,19
0.21,0.136,244.96,1.0,0,1,0,25,7,1
3.236,0.222,241.34,13.4,0,0,17,1,9,17
0.302,0.094,243.62,1.2,0,0,0,30,12,0
0.214,0.088,241.01,1.0,0,0,1,20,7,1
1.236,0.0,235.99,5.2,0,0,17,9,4,17
0.736,0.076,241.7,3.0,0,1,0,17,9,1
0.404,0.272,242.77,2.0,0,1,1,28,6,2
0.354,0.056,246.36,1.6,0,0,0,5,12,0
0.29,0.058,239.57,1.2,0,0,0,1,2,0
1.972,0.0,242.33,8.0,0,0,18,21,12,18
0.544,0.314,242.13,2.6,0,1,1,21,10,2
0.184,0.068,237.76,0.8,0,0,0,11,9,0
1.328,0.192,234.29,5.6,0,1,17,12,5,18
2.404,0.0,234.14,10.2,1,1,17,5,5,19
3.936,0.148,230.98,17.2,35,22,0,22,7,57
1.362,0.078,240.88,5.6,0,1,18,11,2,19
0.208,0.0,243.13,1.0,0,0,1,19,7,1
0.242,0.098,235.02,1.2,0,0,0,12,5,0
0.588,0.194,239.62,2.6,0,0,1,6,3,1
0.192,0.0,241.13,0.8,0,0,1,29,6,1
0.68,0.538,242.97,3.6,0,1,0,21,6,1
0.152,0.0,240.78,0.6,0,0,1,27,8,1
0.18,0.1,237.79,0.8,0,0,0,13,8,0
0.552,0.224,241.36,2.6,0,0,1,12,6,1
0.176,0.064,235.11,0.8,0,0,0,26,4,0
0.38,0.316,238.75,2.0,0,1,0,26,8,1
0.282,0.0,243.65,1.2,0,0,0,20,2,0
0.488,0.13,244.77,2.0,0,0,1,27,1,1
0.292,0.094,244.67,1.2,0,0,0,19,12,0
0.606,0.068,243.58,2.6,0,0,1,6,5,1
1.442,0.118,242.87,5.8,0,0,18,21,2,18
0.232,0.0,243.58,1.0,0,0,0,16,3,0
0.31,0.246,243.15,1.6,0,1,1,10,7,2
0.338,0.102,243.65,1.4,0,0,0,5,5,0
0.254,0.0,248.62,1.0,0,0,1,8,1,1
1.62,0.238,241.65,6.8,0,0,19,4,4,19
0.32,0.094,243.49,1.4,0,0,0,1,12,0
0.224,0.0,241.42,0.8,0,0,0,27,10,0
1.794,0.196,237.52,7.6,0,1,18,23,1,19
0.14,0.0,242.39,0.6,0,0,0,30,6,0
0.186,0.068,237.97,0.8,0,0,0,23,4,0
3.356,0.152,233.9,14.4,1,1,17,27,1,19
0.164,0.0,241.3,1.0,0,0,0,16,6,0
0.35,0.118,243.84,1.4,0,0,0,8,12,0
0.326,0.124,244.35,1.4,0,0,0,13,12,0
0.218,0.05,240.42,1.0,0,0,0,15,11,0
1.35,0.076,241.36,5.6,0,0,18,5,1,18
0.204,0.09,233.76,1.0,0,0,0,3,5,0
3.89,0.516,235.16,17.0,38,0,0,3,9,38
0.454,0.0,242.04,2.2,0,0,5,9,4,5
1.71,0.05,240.28,7.0,0,0,19,14,4,19
1.34,0.06,239.39,5.6,0,0,18,16,6,18
0.7,0.056,245.23,2.8,0,0,0,29,10,0
0.426,0.25,244.45,2.0,0,1,0,11,3,1
0.296,0.0,240.99,1.4,0,0,0,5,4,0
2.664,0.162,232.92,11.4,0,1,16,17,12,17
0.314,0.2,239.43,1.4,0,2,1,26,7,3
1.378,0.06,239.21,5.8,1,0,18,14,11,19
0.356,0.2,239.24,1.6,0,0,1,24,6,1
0.168,0.0,238.79,0.8,0,0,1,1,8,1
0.89,0.098,239.7,3.6,0,0,1,1,3,1
1.648,0.058,238.39,6.8,0,2,18,5,2,20
2.532,0.092,239.51,10.4,38,1,1,3,9,40
2.958,0.496,237.34,12.6,0,1,18,21,10,19
0.218,0.0,246.48,0.8,0,0,0,21,3,0
0.356,0.096,244.83,1.4,0,1,1,12,12,2
0.29,0.216,240.21,1.4,0,1,1,6,7,2
0.364,0.116,245.1,1.6,0,0,0,25,12,0
0.11,0.0,239.62,0.6,0,0,0,24,9,0
0.464,0.346,240.38,2.4,0,1,0,28,2,1
0.462,0.306,241.48,2.2,0,1,0,28,10,1
1.75,0.142,237.06,7.4,0,3,17,31,3,20
0.272,0.224,240.87,1.4,0,1,0,18,4,1
0.79,0.14,243.42,3.6,0,0,0,2,9,0
4.394,0.0,236.68,18.4,0,36,17,23,2,53
0.888,0.098,242.33,3.6,0,2,1,24,11,3
1.91,0.15,237.13,8.0,0,0,29,17,6,29
1.394,0.0,236.71,5.8,1,0,17,12,3,18
1.47,0.178,242.08,6.0,0,0,0,11,3,0
1.362,0.066,245.0,5.4,0,0,0,29,12,0
1.358,0.0,240.96,5.6,0,0,19,23,5,19
1.798,0.0,242.22,7.4,0,0,0,18,10,0
1.188,0.1,232.5,5.0,0,0,17,13,8,17
0.102,0.0,239.84,0.4,0,0,0,18,8,0
0.388,0.094,239.89,1.6,0,2,0,15,10,2
1.31,0.0,234.72,5.6,0,0,16,13,10,16
1.308,0.804,240.14,6.8,0,1,0,11,6,1
0.246,0.0,245.43,1.0,0,0,0,15,1,0
0.236,0.108,242.3,1.0,0,0,0,25,7,0
0.532,0.33,245.49,2.6,0,1,0,8,1,1
1.26,0.0,239.81,5.2,0,0,19,3,9,19
1.764,0.152,240.45,7.4,0,7,18,28,2,25
2.146,0.14,240.16,9.0,0,0,18,24,2,18
1.042,0.296,237.06,5.0,0,1,0,26,8,1
2.746,0.318,239.9,12.0,0,0,19,4,12,19
1.406,0.094,244.23,5.6,0,1,19,12,2,20
0.148,0.0,238.05,0.8,0,0,0,13,9,0
1.01,0.174,241.26,4.2,0,1,0,15,6,1
0.322,0.222,240.8,1.6,0,0,1,31,7,1
0.586,0.0,241.23,3.0,0,0,3,4,7,3
1.352,0.096,242.26,5.6,0,0,19,23,8,19
1.292,0.096,238.31,5.4,0,0,18,6,9,18
0.522,0.304,239.91,2.4,0,1,0,14,12,1
1.176,0.51,242.68,5.2,0,1,11,20,4,12
1.214,0.0,237.5,5.0,0,0,18,17,4,18
2.32,0.0,241.84,9.6,0,0,0,5,1,0
0.218,0.0,241.66,0.8,0,0,0,25,2,0
1.34,0.048,239.51,5.6,0,0,18,2,9,18
0.384,0.086,238.65,1.6,0,0,0,10,10,0
1.1,0.392,242.52,4.8,0,1,11,20,5,12
0.42,0.274,248.64,2.0,0,1,0,17,12,1
0.262,0.0,242.4,1.0,0,0,1,26,3,1
2.36,0.148,241.93,9.6,0,0,19,3,2,19
0.318,0.216,240.78,1.6,0,0,1,19,7,1
1.822,0.288,238.87,7.6,0,0,18,29,3,18
1.594,0.118,240.54,6.6,1,0,0,9,12,1
2.574,0.166,238.6,10.8,0,1,17,8,11,18
1.158,0.064,238.93,4.8,0,0,1,26,2,1
0.55,0.0,241.28,2.6,0,0,0,30,10,0
2.672,0.414,242.04,11.8,0,1,18,23,12,19
0.242,0.122,241.2,1.2,0,1,0,17,9,1
0.26,0.118,240.43,1.2,0,0,0,11,8,0
4.99,0.22,236.28,21.4,1,24,17,23,11,42
0.412,0.0,246.54,3.0,0,0,0,17,12,0
0.558,0.092,236.39,2.4,0,1,1,18,7,2
1.318,0.084,239.4,5.4,0,1,18,25,5,19
0.718,0.32,240.4,3.4,0,1,0,11,5,1
0.256,0.0,244.92,1.0,0,0,1,12,5,1
0.224,0.0,244.36,1.0,0,0,0,7,2,0
0.204,0.0,240.12,1.0,0,0,1,6,6,1
0.544,0.112,246.08,2.2,0,0,0,7,3,0
3.132,0.292,240.7,13.2,1,23,19,6,12,43
0.426,0.212,244.36,2.0,0,1,1,11,10,2
0.426,0.208,239.84,2.0,0,2,0,18,10,2
1.67,0.1,240.92,7.0,0,0,18,3,5,18
0.35,0.11,240.46,1.4,0,0,0,24,4,0
0.774,0.088,241.37,3.4,0,0,1,29,9,1
0.358,0.23,240.36,1.8,0,0,1,21,5,1
0.438,0.21,239.79,2.0,0,1,0,7,10,1
0.416,0.366,244.13,2.2,0,1,0,14,7,1
0.134,0.0,239.43,0.6,0,0,1,20,6,1
0.356,0.086,244.69,1.6,0,0,1,24,9,1
0.206,0.06,239.54,0.8,0,0,0,5,10,0
0.21,0.0,240.77,1.0,0,0,1,11,6,1
0.35,0.0,246.91,1.4,1,0,0,15,11,1
0.264,0.124,240.64,1.2,0,0,1,28,7,1
1.84,0.358,238.89,7.8,0,1,18,7,6,19
0.35,0.0,240.82,1.4,0,0,1,11,10,1
0.414,0.31,245.49,2.0,0,2,0,3,1,2
2.612,0.202,234.43,11.2,0,1,16,13,3,17
1.756,0.432,237.14,7.6,1,0,18,22,6,19
0.214,0.094,237.43,1.0,0,0,0,23,4,0
2.186,0.362,242.6,10.2,1,28,0,14,10,29
0.358,0.168,242.61,1.6,0,0,0,26,10,0
3.042,0.0,233.05,13.2,0,37,3,20,5,40
0.34,0.262,244.56,1.8,0,2,0,19,8,2
2.01,0.068,238.99,8.4,0,0,1,13,5,1
0.252,0.26,241.79,1.4,0,0,1,17,8,1
1.416,0.148,240.98,5.8,0,1,19,28,11,20
0.266,0.0,243.78,1.2,0,0,0,26,10,0
0.18,0.148,239.35,0.8,0,0,1,19,8,1
0.288,0.218,245.12,1.4,0,2,0,27,7,2
2.872,0.0,241.46,12.0,0,23,18,5,11,41
0.186,0.0,239.89,0.8,0,0,1,27,7,1
1.628,0.248,233.85,7.0,0,5,17,13,5,22
1.298,0.062,235.95,5.6,0,0,17,21,4,17
0.302,0.094,244.31,1.2,0,1,0,23,3,1
2.61,0.218,240.82,10.8,1,0,18,10,4,19
1.69,0.094,237.12,7.0,1,0,18,19,6,19
0.22,0.112,241.01,1.0,0,0,0,14,8,0
0.456,0.168,242.55,2.2,0,0,1,13,4,1
2.388,0.328,244.51,10.2,0,17,18,4,2,35
0.814,0.21,236.28,4.2,0,0,0,23,7,0
1.338,0.066,238.19,5.6,0,0,17,20,4,17
0.518,0.316,246.47,2.6,0,0,1,16,9,1
0.278,0.0,245.09,1.2,0,0,1,17,4,1
1.726,0.048,240.62,7.2,1,1,17,22,12,19
1.522,0.182,240.47,6.2,0,0,18,10,5,18
0.458,0.126,240.28,2.0,0,0,1,14,10,1
1.568,0.0,237.16,6.6,0,0,18,29,12,18
0.258,0.0,240.82,1.0,0,0,1,27,4,1
0.486,0.086,244.41,2.2,0,0,0,9,2,0
0.202,0.0,240.42,0.8,0,0,0,1,11,0
1.36,0.138,237.65,5.6,0,0,17,6,11,17
1.798,0.068,246.45,7.2,0,0,18,30,11,18
1.806,0.278,240.87,7.6,0,1,17,11,3,18
2.518,0.298,238.18,10.6,0,0,18,22,11,18
1.164,0.298,238.84,6.0,0,0,1,26,6,1
0.126,0.0,242.03,0.6,0,0,0,16,4,0
0.594,0.0,244.93,2.6,0,0,0,7,9,0
1.906,0.066,241.81,7.8,0,0,18,27,4,18
1.434,0.164,232.69,6.2,0,0,16,15,5,16
1.354,0.046,240.05,5.6,0,0,18,17,5,18
0.37,0.0,238.69,1.6,0,0,0,16,2,0
1.618,0.298,242.43,7.0,0,0,21,11,3,21
0.164,0.056,244.17,0.8,0,0,1,6,9,1
0.25,0.0,241.52,1.0,0,0,1,3,5,1
2.722,0.19,237.53,12.0,19,0,1,16,2,20
1.514,0.172,241.7,6.2,0,0,19,13,10,19
0.812,0.312,241.78,3.6,0,3,0,12,11,3
0.974,0.246,242.03,4.2,0,0,11,7,5,11
0.29,0.126,243.26,1.2,0,0,1,28,6,1
0.324,0.108,246.11,1.4,0,1,0,24,11,1
1.098,0.062,242.68,4.4,0,0,1,28,2,1
3.26,0.388,243.3,13.6,0,21,0,17,1,21
0.186,0.058,238.47,0.8,0,0,0,18,9,0
0.308,0.098,245.11,1.2,0,2,0,13,2,2
0.61,0.0,238.16,2.6,0,0,0,21,11,0
0.258,0.118,239.88,1.2,0,0,0,4,8,0
0.324,0.206,242.35,1.6,0,1,0,17,9,1
2.428,0.06,239.68,10.0,0,0,17,25,11,17
1.572,0.078,245.45,6.4,0,0,19,16,12,19
1.508,0.196,237.78,6.4,0,1,18,12,4,19
1.394,0.138,231.49,6.0,0,0,16,28,5,16
0.444,0.41,238.08,2.6,0,2,0,14,5,2
1.372,0.056,239.78,5.6,0,0,18,19,4,18
0.344,0.082,245.74,1.4,0,0,1,16,4,1
0.722,0.062,244.43,3.0,0,0,0,16,2,0
2.368,0.182,236.03,10.0,0,0,18,13,2,18
3.644,0.18,236.4,15.4,0,0,17,20,12,17
1.43,0.062,237.96,6.0,0,0,18,12,5,18
0.926,0.106,242.09,3.8,0,0,0,6,2,0
6.404,0.242,238.64,27.2,13,36,18,16,1,67
2.49,0.116,239.63,10.4,0,0,17,28,10,17
1.35,0.058,239.83,5.6,0,0,0,26,3,0
0.336,0.176,238.18,1.6,0,2,0,8,9,2
0.46,0.066,243.98,1.8,0,1,0,16,2,1
2.78,0.148,242.15,11.4,0,38,0,27,8,38
1.68,0.138,243.46,6.8,1,1,19,3,9,21
0.18,0.0,241.08,1.0,0,0,1,11,8,1
2.48,0.118,234.94,10.4,0,0,0,22,2,0
0.374,0.106,241.19,1.6,0,0,0,8,11,0
1.584,0.0,242.38,6.4,0,0,19,26,12,19
2.38,0.0,238.35,10.0,1,0,18,20,4,19
1.542,0.208,240.46,6.4,0,1,18,13,4,19
1.648,0.232,243.89,6.8,0,0,19,18,1,19
0.304,0.092,240.19,1.2,0,1,0,7,4,1
0.254,0.12,240.24,1.2,0,0,1,28,5,1
2.238,0.0,239.41,9.2,0,0,17,26,1,17
0.14,0.0,242.71,0.6,0,0,0,4,8,0
1.14,0.118,244.21,4.6,0,0,1,8,9,1
0.218,0.1,235.08,1.0,0,0,0,19,7,0
0.332,0.0,237.42,1.4,0,1,0,10,11,1
2.1,0.282,238.78,8.8,0,0,28,11,6,28
0.746,0.486,239.87,3.6,0,5,1,12,7,6
1.398,0.052,246.3,5.6,1,0,0,25,1,1
1.396,0.09,242.01,5.6,0,0,18,10,2,18
0.208,0.0,250.18,0.8,0,0,0,20,12,0
0.246,0.0,241.08,1.0,0,0,0,9,4,0
0.428,0.234,243.1,2.0,0,0,0,14,2,0
1.462,0.062,236.74,6.2,0,0,17,26,10,17
2.97,0.19,238.4,12.4,0,0,18,21,11,18
0.392,0.098,242.26,1.6,0,0,0,22,10,0
0.39,0.098,242.45,1.8,0,0,0,8,9,0
0.314,0.242,241.45,1.6,0,0,0,22,4,0
0.336,0.046,241.8,1.6,0,0,1,26,4,1
0.956,0.376,240.75,4.2,0,0,12,5,8,12
0.41,0.088,243.65,1.6,0,0,0,20,12,0
0.42,0.23,234.85,2.0,0,1,0,15,11,1
2.008,0.136,239.03,8.4,0,0,18,14,4,18
0.34,0.226,238.46,1.6,0,2,0,24,7,2
1.516,0.0,241.76,6.2,0,0,18,10,11,18
1.842,0.184,238.49,7.8,0,4,18,9,10,22
2.818,0.422,236.97,12.2,0,5,17,5,4,22
0.472,0.35,241.55,2.4,0,1,0,8,4,1
1.61,0.0,238.74,6.6,0,0,18,21,5,18
0.466,0.184,242.76,2.2,0,0,0,16,2,0
1.402,0.052,237.79,5.8,2,0,17,3,6,19
2.788,0.0,236.36,11.8,0,0,17,10,2,17
1.348,0.046,241.63,5.6,0,0,18,30,3,18
1.73,0.202,241.45,7.2,0,1,18,6,9,19
2.346,0.184,242.09,9.6,0,2,19,8,2,21
2.084,0.38,243.49,8.6,0,2,18,16,1,20
1.148,0.142,239.88,4.8,1,2,0,19,4,3
4.524,0.398,237.28,19.0,0,37,18,31,1,55
0.222,0.0,244.37,1.0,0,0,0,22,11,0
0.316,0.222,242.01,1.8,0,1,0,25,7,1
1.488,0.194,237.78,6.2,0,0,18,11,4,18
0.466,0.34,243.06,2.4,0,1,1,1,9,2
0.438,0.17,238.4,2.0,0,0,1,24,3,1
0.294,0.0,245.6,1.2,0,0,1,20,5,1
0.364,0.254,243.85,1.8,0,2,0,10,7,2
0.208,0.138,240.8,1.0,0,0,0,16,8,0
0.434,0.098,240.54,1.8,0,0,0,18,5,0
0.23,0.0,237.4,1.0,0,0,1,30,9,1
0.322,0.096,243.37,1.4,0,1,0,12,3,1
0.39,0.224,242.47,1.8,0,0,0,11,10,0
1.828,0.066,240.39,7.6,0,0,0,3,12,0
3.5,0.078,234.09,14.8,1,36,16,1,10,53
0.262,0.114,241.6,1.2,0,0,1,2,6,1
0.33,0.126,244.43,1.4,0,0,0,21,12,0
2.292,0.0,239.96,9.4,0,0,18,7,3,18
0.804,0.194,243.26,3.6,0,0,9,22,9,9
1.622,0.21,239.27,6.8,1,1,18,10,4,20
1.79,0.126,239.37,7.4,0,0,1,28,10,1
1.336,0.0,245.01,5.4,0,0,18,24,2,18
0.222,0.0,232.4,1.0,0,0,1,26,5,1
1.372,0.052,241.03,5.6,0,0,19,15,5,19
0.514,0.128,244.03,2.4,0,2,0,16,1,2
1.26,0.058,240.16,5.2,0,0,19,21,6,19
0.326,0.086,241.9,1.4,0,0,0,26,2,0
1.202,0.0,239.22,5.0,0,0,19,2,9,19
0.082,0.0,242.32,0.2,0,0,0,15,8,0
0.438,0.228,237.99,2.2,0,0,0,31,7,0
0.352,0.05,241.8,1.4,0,0,1,4,4,1
6.434,0.378,232.12,28.0,0,61,17,15,11,78
1.532,0.21,237.73,6.6,0,0,1,25,10,1
0.136,0.0,241.11,0.6,0,0,1,12,7,1
2.208,0.472,245.73,9.2,2,1,19,20,12,22
1.452,0.236,240.26,6.0,0,1,17,24,8,18
0.302,0.092,242.49,1.2,0,1,0,7,3,1
0.37,0.104,243.7,1.6,0,0,0,21,5,0
0.15,0.12,238.96,0.8,0,0,0,30,8,0
2.128,0.0,237.85,8.8,0,0,18,8,12,18
2.64,0.0,238.66,11.0,0,0,17,9,1,17
0.252,0.154,241.56,1.2,0,0,0,5,7,0
0.224,0.086,238.61,1.0,0,0,0,23,6,0
0.378,0.27,244.68,1.8,0,0,0,29,5,0
0.38,0.0,242.31,1.6,0,0,1,7,7,1
0.224,0.0,243.21,0.8,0,0,1,15,11,1
3.198,0.0,235.58,13.6,0,0,17,28,1,17
0.466,0.048,235.31,2.0,0,0,0,20,11,0
1.12,0.224,242.07,4.8,1,0,1,19,4,2
0.364,0.14,241.97,1.6,0,0,0,16,2,0
0.258,0.122,240.77,1.2,0,0,0,18,7,0
1.154,0.062,227.72,5.0,0,1,16,18,7,17
5.382,0.438,233.13,23.4,23,0,16,26,1,39
0.272,0.06,236.83,1.2,0,0,0,27,2,0
0.288,0.08,241.03,1.2,0,0,0,28,2,0
1.416,0.046,238.24,6.0,0,0,18,14,7,18
1.286,0.0,241.76,5.2,0,0,0,20,1,0
0.354,0.092,243.63,1.4,0,0,1,25,2,1
1.686,0.092,241.08,7.0,0,0,19,6,4,19
0.24,0.124,239.28,1.0,0,0,0,8,7,0
1.546,0.21,235.41,6.6,0,1,0,6,1,1
1.874,0.0,244.85,8.0,0,0,18,13,1,18
1.72,0.452,238.05,8.8,13,1,1,4,9,15
1.458,0.08,241.7,6.0,0,0,0,20,3,0
0.15,0.0,242.0,0.6,0,0,0,8,9,0
0.116,0.0,242.24,0.6,0,0,0,8,9,0
0.47,0.202,241.79,2.0,0,0,1,15,10,1
0.338,0.11,242.64,1.4,0,0,1,25,11,1
3.196,0.876,234.98,14.2,0,0,0,5,6,0
0.32,0.08,243.91,1.4,0,0,1,8,10,1
0.302,0.0,241.61,1.2,0,0,0,3,1,0
2.696,0.0,236.61,11.4,0,0,17,9,9,17
1.694,0.05,244.05,6.8,0,0,19,1,4,19
0.63,0.312,242.83,2.8,0,2,1,9,7,3
0.154,0.126,241.96,0.8,0,0,1,30,8,1
0.386,0.08,244.82,1.8,0,0,1,8,4,1
1.288,0.112,238.45,5.4,0,0,18,7,7,18
0.286,0.048,243.36,1.2,0,0,1,16,3,1
0.31,0.098,237.19,1.4,0,0,0,28,2,0
1.538,0.064,238.18,6.4,0,1,18,27,2,19
0.454,0.228,241.07,2.2,0,0,0,5,10,0
0.35,0.058,242.96,1.4,0,0,1,20,5,1
1.336,0.058,242.48,5.4,0,0,18,15,11,18
1.644,0.23,241.81,8.2,20,1,1,10,7,22
1.93,0.28,240.09,8.4,0,25,0,17,3,25
1.39,0.0,242.24,5.6,0,0,19,12,2,19
0.414,0.228,242.04,1.8,0,1,0,8,5,1
0.338,0.244,243.08,1.6,0,1,0,29,7,1
1.802,0.062,236.77,7.6,0,0,17,29,1,17
1.404,0.084,243.04,5.8,0,0,18,26,3,18
0.432,0.194,246.5,2.0,0,1,1,9,3,2
2.072,0.186,237.76,8.6,0,2,17,1,10,19
0.38,0.246,241.23,1.8,0,1,0,28,8,1
2.768,0.0,236.49,11.6,0,0,17,17,9,17
0.366,0.08,242.8,1.6,0,0,0,1,3,0
0.262,0.106,241.25,1.2,0,2,1,30,6,3
1.446,0.198,234.13,6.2,0,0,17,5,5,17
1.914,0.092,243.95,7.8,0,0,0,9,2,0
0.22,0.156,235.06,1.0,0,1,0,11,8,1
1.266,0.084,240.17,5.2,0,0,18,16,6,18
2.546,0.116,239.88,10.6,1,0,18,8,9,19
0.718,0.0,235.43,3.0,0,0,0,7,8,0
4.078,0.178,239.96,17.0,38,0,18,27,2,56
0.304,0.216,240.52,1.6,0,0,1,27,8,1
1.478,0.278,238.05,6.2,0,1,17,16,10,18
0.244,0.084,241.41,1.0,0,0,0,12,7,0
0.408,0.1,240.02,1.6,0,0,0,8,5,0
3.026,0.31,240.01,12.6,0,2,19,30,1,21
0.388,0.112,242.9,1.6,0,0,1,4,3,1
1.13,0.0,240.89,4.6,0,0,1,23,10,1
0.288,0.106,244.27,1.2,0,2,0,19,3,2
0.956,0.264,241.41,4.0,0,0,13,6,7,13
1.444,0.06,239.82,6.0,0,0,18,22,12,18
0.164,0.0,243.05,0.8,0,0,0,10,8,0
0.252,0.256,241.13,1.4,0,0,0,17,8,0
2.832,0.246,235.18,12.0,1,0,17,12,5,18
3.148,0.47,239.83,14.0,22,0,17,14,6,39
1.83,0.288,241.07,7.6,0,0,18,15,5,18
2.252,0.146,239.3,9.4,0,0,18,17,11,18
0.318,0.112,244.91,1.4,0,1,1,24,4,2
1.82,0.208,234.8,7.8,0,1,17,27,7,18
1.964,0.074,245.11,8.0,0,0,18,2,1,18
0.36,0.0,244.41,1.8,0,0,3,23,3,3
0.392,0.108,239.2,1.8,0,1,0,30,6,1
2.642,0.094,242.48,10.8,39,0,0,13,3,39
1.622,0.0,240.92,6.6,0,0,18,25,8,18
3.172,0.0,239.1,13.4,0,28,19,10,6,47
1.706,0.0,240.97,7.0,0,0,0,12,11,0
0.196,0.0,242.75,1.2,0,1,0,11,7,1
0.734,0.0,237.03,3.2,0,0,0,8,1,0
0.546,0.068,237.55,2.6,1,1,1,30,5,3
1.734,0.22,235.2,7.4,0,0,17,5,8,17
1.52,0.3,239.98,6.4,0,2,18,3,10,20
2.82,0.542,238.82,12.4,0,1,0,17,11,1
1.224,0.0,234.72,5.2,0,0,17,2,3,17
0.876,0.13,239.5,3.6,0,0,12,20,8,12
1.644,0.0,243.92,6.8,0,2,19,11,3,21
1.196,0.06,237.91,5.0,0,0,0,21,11,0
0.254,0.05,239.39,1.2,0,0,0,3,11,0
1.152,0.064,238.47,4.8,0,0,1,26,2,1
0.926,0.12,241.7,3.8,0,0,0,22,10,0
1.372,0.064,239.23,5.8,0,0,0,12,11,0
0.346,0.126,241.91,1.6,0,0,0,15,2,0
0.806,0.064,245.34,3.4,0,0,0,22,12,0
0.326,0.112,243.53,1.4,0,0,0,31,3,0
0.304,0.066,243.61,1.2,0,0,0,31,12,0
0.342,0.132,245.12,1.4,0,0,0,19,1,0
0.212,0.106,241.13,1.0,0,0,1,7,8,1
1.396,0.0,239.36,5.8,0,1,21,22,5,22
1.4,0.234,240.92,5.8,0,2,19,8,6,21
0.38,0.086,241.09,1.6,0,1,1,13,5,2
0.246,0.0,244.32,1.0,0,0,1,10,1,1
0.41,0.132,241.78,1.8,0,0,1,13,4,1
1.51,0.06,238.92,6.4,0,1,17,14,1,18
0.35,0.132,240.93,1.6,0,2,1,10,10,3
0.25,0.0,250.02,1.0,0,0,0,17,12,0
0.358,0.068,241.02,1.4,0,0,0,19,10,0
0.304,0.048,240.57,1.2,0,1,1,2,10,2
1.23,0.05,233.91,5.2,0,0,16,28,5,16
0.56,0.26,243.17,2.6,0,1,0,21,9,1
0.082,0.0,242.86,0.2,0,0,1,23,8,1
3.004,0.0,236.13,12.6,0,0,18,6,4,18
0.252,0.108,242.07,1.2,0,2,1,22,7,3
0.268,0.0,247.19,1.0,0,0,1,12,2,1
0.578,0.326,240.53,3.0,0,1,0,1,7,1
2.334,0.062,238.98,9.8,0,0,18,4,1,18
0.158,0.12,239.63,0.8,0,0,1,19,8,1
0.308,0.058,245.25,1.2,0,0,0,17,3,0
0.252,0.0,244.68,1.0,0,0,1,21,5,1
1.314,0.186,236.24,5.6,0,1,18,27,6,19
1.454,0.17,238.88,6.0,0,0,18,15,10,18
0.592,0.186,240.9,3.0,0,0,0,2,4,0
